ui,vi,wi
28.11,-18.28,-5.54
28.06,-14.01,-6.11
28.85,-14.78,-5.79
28.59,-16.41,-5.24
26.69,-16.92,-5.12
26.73,-19.9,-5.19
26.81,-18.91,-5.05
27.16,-17.98,-4.65
25.71,-16.96,-4.11
25.08,-20.7,-4.27
25.39,-17.84,-3.92
24.99,-18.49,-3.83
25.41,-17.35,-3.16
25.78,-17.83,-3.42
28.13,-13.19,-3.07
26.92,-15.75,-2.95
25.7,-17.83,-2.65
24.72,-19.69,-2.57
26.91,-17.79,-2.47
28.86,-17.96,-2.67
29.77,-14.75,-2.33
29.66,-12.19,-2.37
31.48,-9.92,-2.31
32.74,-10.14,-2.51
31.33,-11.29,-2.9
31.56,-12.89,-3.85
30.63,-11.13,-4.39
28.34,-11.58,-4.83
26.79,-12.05,-4.41
26.48,-14.59,-4.32
31.04,-10.66,-3.9
33.11,-7.67,-3.78
27.52,-10.09,-3.85
27.81,-13.76,-4.24
26.09,-13.2,-4.38
28.7,-16.14,-4.32
28.42,-16.07,-4.22
29.01,-11.98,-3.64
28.77,-8.49,-3.14
28.22,-12.28,-3.31
26.15,-11.92,-3.17
25.72,-15.75,-2.69
28.06,-21.8,-3.21
30.21,-23.53,-3.96
31.9,-13.95,-3.84
28.32,-10.35,-3.28
25.67,-15.32,-2.9
25.18,-17.02,-2.35
26.7,-21.19,-2.39
26.93,-19.82,-2.48
27.94,-20.07,-2.62
27.31,-20.93,-2.81
27.13,-22.41,-3.31
27.21,-21.12,-3.47
26.97,-22.43,-4.33
25.92,-19.61,-3.92
26.38,-23.21,-3.8
28.18,-20.42,-3.37
30.55,-16.66,-2.32
29.29,-17.01,-2.38
30.01,-17.67,-2.53
31.16,-16.45,-2.7
33.01,-14.3,-2.74
32.3,-13.91,-3.16
32.96,-11.76,-3.2
33.84,-10.4,-3.21
34.58,-10.36,-3.47
33.57,-9.97,-3.82
33.66,-9.46,-4.12
32.11,-8.34,-3.9
31.29,-11.7,-4.62
31.19,-11.04,-4.88
29.84,-13.79,-5.02
31.75,-13.62,-5.35
31.28,-11.66,-5.77
30.53,-12.38,-5.75
31.92,-13.67,-5.72
31.23,-14.12,-5.79
30.35,-14.57,-6.56
29.3,-16.44,-7.11
29.94,-15.05,-7.3
30.91,-11.35,-6.94
32.63,-12.05,-6.59
31.85,-11.21,-6.75
32.64,-8.81,-6.97
32.98,-8.97,-6.93
31.79,-11.66,-6.76
31.99,-10.5,-6.51
32.38,-9.98,-6.8
33.39,-6.87,-6.73
29.65,-9.16,-7.29
29.98,-9.01,-7.11
30.37,-8.55,-6.79
29.09,-7.41,-6.32
24.95,-8.16,-5.6
20.84,-13.67,-5.09
17.91,-23.36,-5.22
16.73,-23.89,-5.1
15.73,-22.28,-3.77
14.79,-24.71,-3.79
12.09,-29.15,-4.08
18.04,-24.95,-3.22
22.88,-20.47,-2.34
27.02,-17.29,-2.23
26.17,-20.46,-3.46
24.66,-16.64,-2.67
24.43,-17.06,-1.99
27.56,-18.61,-1.49
32.5,-18.99,-2.2
34.49,-15.54,-3.23
34.33,-10.91,-3.92
34.87,-11.8,-4.25
32.47,-13.37,-4.61
32.08,-13.35,-4.29
30.92,-14.56,-3.95
29.81,-15.95,-3.88
29.46,-14.42,-2.66
31.28,-15.47,-2.23
30.85,-18.8,-2.37
31.44,-16.85,-2.99
32.7,-13.66,-2.54
34.77,-13.56,-2.48
34.29,-12.02,-2.39
33.42,-12.76,-2.6
31.98,-10.36,-2.2
32.27,-12.58,-1.95
34.47,-10.09,-1.16
33.36,-14.63,-0.96
32.82,-16.16,-1.49
33.08,-14.31,-1.3
30.83,-11.69,-0.63
32.47,-12.71,-0.77
33.34,-12.94,-0.78
33.45,-13.08,-0.46
31.75,-13.62,-0.6
31.58,-14.29,-0.59
32.59,-14.73,-0.78
32.63,-12.72,-1.11
33.27,-13.61,-1.8
32.4,-11.98,-2.34
31.73,-9.62,-2.34
31.61,-9.96,-2.45
30.79,-13.01,-2.66
30.11,-13.16,-3.15
29.56,-14.01,-3.56
29.89,-12.8,-3.79
30.02,-11.81,-3.84
29.82,-12.63,-4.22
28.92,-14.04,-4.08
29.9,-16.02,-3.59
30.86,-17.19,-3.85
31.22,-18.98,-4.43
31.7,-13.88,-3.94
35.83,-17.25,-4.16
33.19,-13.9,-5.31
33.12,-10.94,-5.98
33.22,-9.29,-5.63
32.18,-8.99,-5.06
31.84,-8.55,-4.75
31.49,-10.67,-4.44
33.84,-13.91,-4.98
32.68,-7.95,-5.02
28.92,-12.21,-4.96
28.7,-13.61,-4.49
29.64,-14.55,-4.59
29.04,-14.9,-4.35
29.65,-13.01,-4.08
27.56,-13.2,-4.04
24.41,-16.05,-4.37
24.37,-16.41,-3.81
24.28,-21.79,-4.37
26.99,-18.35,-4.22
25.82,-18.64,-4.46
26.12,-18.89,-4.74
28.23,-19.35,-5.27
28.56,-17.88,-5.71
25.64,-21.28,-6.33
23.15,-18.52,-5.99
19.98,-21.59,-6.03
21.52,-19.65,-5.36
21.21,-19.29,-4.96
19.9,-24.81,-6.16
22.66,-21.38,-5.6
22.99,-20.58,-5.39
21.88,-22.28,-5.8
23.21,-20.09,-5.82
23.54,-20.37,-5.84
24.1,-21.83,-5.99
23.21,-21.46,-6.24
24.16,-18.37,-6.15
24.83,-15.78,-5.75
25.36,-13.97,-5.25
23.59,-13.39,-5.2
23.86,-13.54,-5.01
24.94,-12.44,-4.37
23.21,-13.64,-3.31
24.51,-16.5,-2.54
24.58,-17.11,-1.98
24.74,-14.09,-0.94
26.17,-15.99,-0.45
27.93,-15.81,-0.23
29.07,-12.84,-0.08
28.77,-12.33,0.35
28.81,-14.37,0.51
26.35,-18.56,0.24
27.01,-19.17,0.34
29.34,-17.9,0.06
30.75,-14.28,-0.55
30.2,-13.8,-0.97
29.77,-15.31,-1.34
29.87,-15.02,-1.25
29.88,-14.17,-1.43
30.02,-13.16,-1.92
29.24,-11.26,-2.36
30.19,-9.19,-2.42
31.61,-7.12,-2.72
33.06,-8.09,-3.23
34.02,-6.71,-3.68
33.45,-7.52,-4.08
34.61,-8.99,-4.7
33.93,-10.8,-5.48
32.59,-13.1,-6.19
35.07,-13.57,-6.69
36,-9.95,-6.72
36.01,-11.97,-7.08
32.9,-12.06,-6.97
32.33,-14.91,-6.44
31.09,-15.51,-5.87
31.89,-16.43,-5.91
32.47,-16.46,-6.17
32,-20.9,-6.91
31.43,-18.5,-6.44
28.96,-15.5,-5.9
27.09,-21.99,-5.79
28.62,-23.7,-6.16
26.67,-18.72,-5.26
24.76,-20.65,-4.41
27.09,-25.41,-4.43
31.01,-26.73,-5.82
36.3,-17.07,-4.98
33.7,-13.68,-4.46
30.8,-16.38,-4.02
32.01,-15.1,-2.92
30.91,-16.07,-2.28
34.14,-17.72,-2.77
34.18,-13.04,-2.63
33.17,-13.5,-2.79
32.11,-14.06,-2.75
32.26,-14.97,-2.98
32,-14.26,-3.38
31.7,-12.09,-3.74
32.7,-14.5,-4.22
32.76,-12.86,-4.27
32.21,-12.21,-4.37
30.55,-12.8,-4.06
29.78,-12.86,-3.6
30.79,-13.55,-3.27
30.16,-11.89,-2.79
31.61,-10.63,-2.48
33.56,-10.06,-2.52
33.69,-10.7,-3.06
33.53,-6.93,-2.94
32.57,-9.15,-3.52
31.98,-6.47,-3.41
32,-7.43,-3.29
31.67,-8.93,-3.51
31.16,-10.41,-3.55
30.91,-12.06,-3.47
30.19,-10.14,-3.16
29.19,-12.71,-3.49
30.08,-10.04,-3.03
30.8,-9.78,-3.02
31.42,-8.86,-2.98
30.03,-11.28,-3.54
28.41,-11.49,-3.43
28.71,-9.92,-2.92
28.42,-9.9,-2.3
28.81,-10.77,-2.24
28.09,-10.13,-1.91
25.21,-14.75,-2.14
25.03,-15.24,-2.19
25.81,-12.67,-2.01
23.5,-14.35,-2.51
22.36,-19.22,-3.03
22.91,-19.62,-3.38
19.66,-21.47,-3.85
20.34,-19.91,-4.13
19.06,-21.01,-4.62
20.46,-19.58,-4.37
20.27,-21.73,-4.78
22.6,-16.08,-4.12
22.03,-16.26,-4.24
16.71,-18.07,-3.94
21.79,-10.62,-2.02
21.97,-11.19,-1.76
22.42,-10.49,-0.96
19.84,-16.01,-0.45
13.67,-25.22,-2.17
15.54,-22.6,-1.62
17.66,-24.21,-1.88
20.67,-20.49,-1.51
18.29,-19.92,-1.81
18.11,-17.95,-1.56
20.97,-17.05,-1.09
20.62,-15.67,-0.8
21.96,-17.58,-1.11
25.65,-16.55,-1.37
25.23,-20.7,-2.49
26.68,-15.61,-2.86
26.1,-17.74,-3.85
25.95,-17.81,-4.39
25.03,-19.86,-4.81
28.38,-16.37,-5.93
34.08,-6.8,-6.52
29.4,-6.05,-7.36
28.65,-7.06,-7.57
26.97,-8.53,-7.64
26.5,-11.36,-7.97
25.53,-9.88,-8.4
26.45,-10.94,-8.6
27.06,-10.77,-8.42
26.95,-11.02,-7.82
26.03,-15.14,-7.78
26.59,-17.1,-7.15
25.98,-14.35,-6.54
28.1,-14.3,-6.11
29.59,-13.17,-5.72
29.22,-16.37,-6.05
29.54,-16.84,-6.24
30.57,-15.16,-5.86
30.41,-14.26,-5.72
29.72,-16.77,-6.08
30.86,-17.62,-6.29
30.82,-14.82,-6.39
29.6,-14.03,-7.09
29.45,-13.78,-7.71
28.89,-12.78,-8.37
28.17,-10.11,-8.26
28.01,-11.1,-8.25
27.77,-12.05,-8.74
26.9,-9.29,-8.51
25.94,-5.48,-8.25
24.14,-7.64,-7.7
24.65,-12.61,-7.69
25.55,-12.24,-6.92
23.4,-14.03,-5.87
27.92,-20.65,-6.58
30.45,-13.93,-7.37
29.07,-10.03,-6.27
27.57,-13.63,-7.04
27.33,-14.27,-7.03
25.6,-11.34,-6.09
26.93,-16.09,-6.02
25.44,-18.94,-6.52
26.63,-16,-7.79
29.36,-8.32,-7.05
28.54,-12.61,-6.84
33.8,-13.93,-6.84
34.18,-11.56,-7.15
33.29,-10.46,-7.91
27.72,-14,-7.41
29.24,-17.13,-6.74
29.96,-14.57,-5.75
27.06,-15.14,-4.78
29.5,-16.25,-4.65
30.63,-16,-4.51
32.02,-16.26,-5.19
33.15,-13.02,-5.45
32.63,-13.64,-6.36
30.11,-15.01,-5.93
30.66,-19.9,-5.48
31.76,-16.89,-5.73
29.83,-18.05,-6.64
31.92,-16.42,-6.62
35.58,-12.94,-7.56
36.2,-6.84,-7.44
28.29,-13.72,-7.3
25.43,-15.94,-6.89
24.63,-18.46,-5.89
26.21,-19,-5.1
30.55,-20.6,-4.16
32.06,-20.43,-4.91
34.56,-12.25,-4.38
33.64,-11.05,-3.44
32.84,-20.09,-4.1
33.03,-17.46,-3.77
29.62,-18.21,-4.56
31.49,-18.56,-5.38
34.79,-18.5,-6.23
37.4,-11.16,-6.36
29.79,-15.09,-8.11
26,-16.25,-8.26
27.14,-11.97,-7.28
26.98,-13.03,-6.54
28.52,-14.01,-5.97
28.87,-10.67,-5.64
29.51,-11.04,-5.62
29.06,-10.98,-5.11
29.1,-9.93,-4.36
29.67,-12.89,-4.63
30,-12.19,-4.44
31.07,-12.07,-4.12
31.42,-7.31,-3.81
30.71,-8.19,-3.63
28.42,-10.33,-3.14
27.26,-10.67,-2.27
29.31,-10.15,-1.5
28.69,-8.89,-1.19
27.08,-9.5,-0.96
26.78,-12.26,-1.11
27.88,-14.45,-1.09
29.36,-17.01,-1.01
30.99,-15.69,-1.68
30.93,-14.72,-2.31
30.13,-10.51,-2.35
28.3,-14.46,-2.44
29.18,-18.3,-3.19
28.64,-14.26,-3.3
26.74,-16.13,-3.22
26.44,-14.58,-2.57
27.97,-16.63,-1.89
27.44,-17.59,-2.26
26.36,-16.98,-2.07
24.95,-20.33,-2.14
24.89,-19.09,-1.99
24.98,-18.62,-1.59
28.65,-15.73,-1.49
26.05,-12.03,-1.44
23.73,-11.04,-1
24.33,-14.45,0.04
25.2,-19.15,0.33
28.67,-18.76,0.29
27.71,-19.99,-0.13
26.67,-21.7,-0.71
27.24,-20.05,-0.66
23.33,-18.6,-0.87
19.27,-18.21,-0.14
17.41,-22.88,1.06
20.1,-20.94,1.93
23.52,-19.6,3.19
23.46,-23.54,3.01
24.97,-20.45,3.08
28.9,-19.24,3.53
31.95,-20.62,2.87
34.24,-14.38,2.75
33.74,-13.03,1.73
34.8,-11.58,1.42
33.07,-10.43,0.68
34.54,-11.03,-0.69
32.92,-10.53,-1.66
32.31,-10.2,-1.68
31.73,-14.59,-2.51
30.4,-11,-2.88
28.4,-12.71,-3.19
26.9,-12.19,-3.12
25.6,-14.84,-3.36
25.16,-14.54,-3.52
24.85,-15.54,-3.8
24.33,-16.02,-3.92
26.4,-15.47,-3.65
26.62,-17.14,-4.04
26.57,-14.85,-3.8
27.49,-15.66,-3.56
28.59,-17.24,-3.97
29.66,-17.11,-4.38
29.52,-15.57,-4.35
29,-16.11,-4.36
28.06,-17.74,-4.05
26.13,-22.19,-4.15
28.56,-19.28,-4.14
29.76,-19.59,-4.32
32.46,-13.64,-3.89
33.22,-11.23,-4.1
31.23,-11.16,-4.27
30.17,-11.58,-4.35
30.63,-11.69,-4.44
31.23,-11.44,-4.86
31.11,-10.67,-5.15
31.59,-9.27,-5.26
29.72,-11.73,-5.33
30.8,-8.44,-5.46
29.56,-10.53,-6.13
30.29,-8.52,-6.02
29.42,-8.74,-6.19
27.99,-8.7,-6.62
27.27,-9.48,-6.35
26.42,-15.55,-6.5
28.07,-16.23,-6.46
31.03,-16.34,-7.06
29.99,-14.28,-7.05
30.24,-14.51,-7.02
30.83,-16.94,-7.03
29.43,-18.24,-7.15
30.12,-18.76,-6.86
32.59,-13.41,-5.93
30.92,-18.26,-6.22
27.76,-14.82,-6.32
26.95,-18.04,-6.5
22.79,-19.65,-6.6
24.6,-20.9,-6.15
26.1,-21.16,-5.33
21.41,-23.08,-5.31
22.6,-22.18,-4.12
26.04,-17.22,-2.52
28.12,-15.94,-2.03
29.79,-13.23,-1.67
29.15,-13.94,-1.53
28.65,-14.05,-1.61
30.01,-15.01,-1.85
28.8,-12.98,-1.97
30.44,-12.29,-2.23
30.3,-11.01,-2.09
29.47,-12.67,-2.83
27.29,-12.79,-3.3
26.26,-11.53,-3.34
27.55,-11.36,-3.12
26.59,-9.67,-2.99
28.56,-11.4,-2.93
26.94,-9.54,-2.41
24.73,-10.34,-0.95
24.66,-16.26,-0.58
24.12,-17.93,-0.4
28.66,-16,-0.18
30.92,-14.05,-0.66
33.66,-11.85,-1.08
32.92,-7.89,-1.86
31.06,-9.77,-2.27
29.31,-12.24,-2.7
28.24,-12.17,-2.68
27.19,-11.45,-2.91
27.9,-10.05,-2.81
28.06,-12.14,-2.94
27.66,-11.28,-2.79
25.93,-11.48,-3.05
26.64,-8.67,-2.44
28.63,-7.76,-2.51
31.1,-6.7,-2.46
28.69,-7.34,-2.51
29.8,-7.72,-2.2
30.49,-8.64,-2.49
31.09,-8.86,-2.82
30.91,-12.1,-3.82
31.55,-10.18,-4.67
28.55,-8.33,-4.54
27.59,-8.42,-4.15
27.35,-8.26,-3.96
28.35,-8.76,-4.22
27.91,-7.48,-4.13
29.54,-7.34,-4.04
28.6,-7.62,-4.07
28.03,-10.05,-4.29
27.64,-6.18,-3.7
26.71,-13.34,-2.97
27.88,-15.79,-2.62
27.68,-18.1,-2.52
27.91,-16.25,-1.6
27.34,-16.93,-1.11
26.62,-21.02,-1.7
29.16,-20.79,-1.93
30.05,-17.3,-1.27
28.08,-15.62,-0.34
27.94,-15.61,0.46
29.48,-18.48,0.31
31.96,-17.55,-0.34
33.77,-15.31,-0.51
32.95,-15.49,-1.64
38.87,-15.04,-2.75
38.74,-7.68,-3.38
34.44,-6.36,-3.85
31.39,-9.55,-4.22
28.29,-14.95,-4.27
27.19,-19.58,-4.81
28.4,-15.79,-4.58
27.8,-18.79,-5.32
26.4,-16.88,-5.2
26.21,-16.31,-4.78
23.69,-19.45,-4.1
30.78,-13.56,-2.37
29.2,-14.63,-2.14
28.53,-21.11,-2.03
28.96,-18.83,-1.06
26.09,-21.06,-1.24
30.27,-18.82,-0.94
35.39,-17.58,-1.29
35.11,-12.13,-1.48
32.4,-12,-1.91
31.5,-13.87,-2.47
34.42,-11.66,-2.92
34.86,-10.76,-3.34
36.01,-13.77,-4.13
35.36,-14.47,-4.4
34,-12.98,-4.02
33.3,-16.36,-3.94
30.82,-12.95,-3.02
29.25,-17.09,-2.91
28.77,-14.63,-2.03
28.86,-16.09,-1.68
33.05,-10.22,-0.83
32.48,-10.05,-1.29
33.27,-6.04,-1.09
31.49,-8.1,-0.72
30.17,-11.2,-0.61
28.73,-12.96,-0.34
29.29,-16.97,-0.46
31.05,-14.78,-0.68
32.35,-13.85,-0.98
33.09,-13.76,-1.19
32.39,-13.72,-1.77
31.62,-14.27,-2.29
32.39,-12.31,-2.53
30.92,-7.69,-2.2
28.43,-9.28,-1.66
24.96,-13.1,-0.69
25.85,-21.5,-0.43
28.61,-19.49,-0.5
29.03,-18.63,-1.06
30.34,-14.42,-1.12
29.94,-14.21,-0.4
28.72,-14.34,-0.02
31.95,-16.19,0.97
32.9,-13.65,1.13
34.05,-13.83,1.33
33.86,-12.96,1.16
32.77,-13.63,0.71
31.3,-13.47,0.44
29.26,-14.83,0.29
28.22,-14.64,0.09
27.43,-14.23,-0.25
27.65,-11.24,-0.05
26.59,-15.18,-0.06
26.02,-14.81,-0.4
27.78,-15.16,-0.37
28.34,-17.04,-0.69
28.64,-15.4,-0.76
28.18,-14.23,-0.49
28.39,-14.65,-1.03
29.41,-14.36,-1.46
29.51,-11.48,-1.53
29.07,-10.22,-1.79
28.59,-11.61,-2.22
27.56,-10.66,-2.26
27.86,-10.13,-2.02
26.9,-9.39,-2.11
25.27,-9.54,-2.43
26.1,-10.82,-1.94
26.89,-11.13,-1.76
27.12,-13.87,-2.17
27.17,-12.93,-2.19
25.8,-15.13,-1.86
24.35,-15.79,-0.98
24.56,-20.5,-1.07
26.07,-17.43,-0.55
27.15,-21.04,-0.71
27.39,-18.8,-0.29
27.79,-17.62,-0.02
25.98,-16.42,0.52
25.74,-20.2,0.89
24.34,-19.71,2.05
24.51,-20.99,3.25
27.11,-20.46,3.84
30.53,-19.22,3.83
27.85,-18.24,3.79
26.78,-16.92,4.02
28.73,-17.16,3.86
29.26,-16.24,3.61
25.68,-15.44,3.41
26.24,-20.11,2.68
28.01,-21.58,1.51
24.74,-20.52,0.69
26.55,-18.73,0.57
30.34,-16.48,0.7
28.83,-15.37,0.63
28.63,-12.53,0.5
29.67,-9.51,0.6
29.45,-10.32,0.3
28.91,-10.96,-0.24
29.95,-14.73,-1.73
30.41,-14.66,-2.07
31.33,-11.69,-1.75
31.89,-13.03,-0.74
31.36,-15.38,-0.48
38.02,-14.71,-0.91
41.64,-11.76,-1.5
34.9,-7.52,-2.05
35.26,-11.17,-1.79
35.86,-17.13,-3
31.39,-15.73,-4.25
27.67,-13.88,-4.31
28.59,-13.71,-3.9
28.66,-12.83,-4.31
25.78,-15.06,-5.06
23.76,-15.86,-5.78
23.5,-14.99,-5.83
23.3,-15.54,-5.76
21,-14.03,-6
17.51,-17.01,-5.92
19.03,-16.96,-5.32
24.81,-15.61,-4.74
25.73,-14.61,-4.91
25.28,-14.59,-4.83
27.57,-14.52,-5.37
27.23,-12.21,-4.99
24.61,-14.76,-4.19
27.45,-16.48,-3.7
28.74,-14.21,-3.28
28.96,-16.37,-3.31
28.53,-19.51,-3.36
28.56,-17.8,-2.91
28.76,-20.88,-3.34
26.49,-18.42,-3.04
27.83,-18.36,-2.41
31.28,-16.9,-2.58
30.26,-14.6,-1.98
28.36,-19.56,-2.35
27.93,-19.11,-2.79
28.87,-18.94,-2.82
29.73,-17.53,-3.09
29.05,-16.41,-2.81
28.43,-17.19,-2.65
27.02,-18.3,-2.86
29.46,-17.59,-3.61
30.63,-14.96,-3.33
26.38,-12.54,-2.71
25.93,-16,-2.55
30.01,-16.35,-2.29
30.72,-16.19,-2.92
31.17,-15.61,-3.16
30.52,-15.08,-3.47
28.7,-15.53,-3.6
28.04,-15.05,-3.15
29.16,-15.73,-3.39
30.11,-15.85,-3.33
28.43,-15.02,-3.74
27.04,-17.15,-4.46
25.53,-16.67,-4.75
24,-18.22,-5.02
21.46,-19.65,-5.47
21.64,-20.07,-5.41
22.67,-18.58,-5.54
20.91,-19.13,-5.7
20.32,-22.83,-6.15
19.84,-20.88,-6.04
21.91,-15.17,-4.36
26.99,-13.17,-3.45
26.94,-13.6,-3.73
25.49,-12.38,-4
24.66,-16.56,-3.77
25.82,-18.18,-4.24
28.64,-17.67,-5.07
26.74,-16.91,-5.56
25.03,-17.23,-5.39
25.64,-16.68,-4.41
27.01,-16.54,-4.35
28.2,-18.53,-5.05
29.14,-14.51,-5.03
28.03,-14.07,-4.69
26.6,-16.03,-4.8
26.23,-16.34,-5.08
26.71,-14.66,-5.18
26.82,-16.14,-5.84
26.73,-15.18,-6.29
26.06,-14.53,-6.67
27.19,-11.87,-6.7
24.69,-15.12,-7.62
24.18,-15.53,-7.95
25.42,-17.7,-8.28
24.96,-16.75,-7.74
24.1,-15.32,-7.69
21.66,-18.78,-8.02
17.85,-18.25,-7.99
17.15,-16.2,-7.54
14.79,-20.25,-7.19
12.88,-26.83,-7.4
14.96,-25.82,-7.45
14.93,-29.82,-7.29
14.59,-30.27,-6.6
14.13,-31.54,-7.03
17.95,-28.12,-7.02
16.13,-29.37,-5.89
25.81,-31.9,-4.92
32.23,-22.09,-4.61
32.97,-13.16,-4.77
28.72,-12.74,-4.38
30.16,-13.08,-4.37
31.32,-15.13,-4.97
31.25,-15.63,-5.14
30.16,-19.94,-5.54
31.51,-13.34,-5.1
32.29,-10.57,-4.62
28.38,-11.95,-4.17
29.54,-19.64,-4.22
29.56,-17.11,-3.51
28.13,-13.95,-3.79
27.38,-10.04,-3.42
27.68,-8.84,-3.75
27.63,-8.87,-3.62
25.75,-9.27,-3.8
25.22,-8.06,-3.5
26.66,-9.62,-3.24
28.16,-10.53,-3.12
26.86,-14,-3.73
28.12,-9.05,-3.32
28.68,-12.43,-2.79
29.08,-15.32,-3.44
29.03,-15.16,-3.63
32.31,-13.4,-3.61
32.95,-9,-3.8
33.9,-3.09,-2.61
31.68,-5.66,-2.82
31.4,-7.79,-3.06
29.29,-8.88,-3.09
29.08,-10.29,-3.37
27.76,-10.13,-3.13
27.79,-11.05,-3.31
27.36,-11.6,-3.13
26.73,-10.98,-2.56
25.34,-13.73,-2.84
25.55,-12.32,-2.39
26.29,-13.79,-2.49
26.51,-14.13,-2.05
27.54,-13.29,-2.03
27.96,-15.28,-2.45
28.59,-14.36,-2.49
29.25,-13.79,-2.84
29.28,-13.53,-2.69
28.69,-13.58,-2.85
28.11,-14.49,-3.07
28.22,-15.61,-3.07
28.11,-13.85,-2.94
28.14,-15.08,-3.12
28.38,-14.28,-3.34
29.76,-13.12,-3.46
30.14,-14.14,-3.8
30.55,-10.96,-3.89
30.3,-10.22,-3.59
29.21,-11.64,-3.55
28.98,-12.93,-3.28
28.87,-10.82,-3.07
28.22,-14.05,-3.22
29.03,-14.56,-2.81
29.71,-14.39,-3.06
30.71,-14.28,-3.37
30.23,-13.89,-3.32
31.29,-11.54,-3.46
30.67,-11.3,-3.59
30.74,-13.08,-3.93
29.48,-13.55,-4.28
29.08,-10.39,-4.09
29.02,-12.42,-4.37
28.85,-10.3,-4.63
28.6,-10.3,-4.57
29.02,-14.15,-5.09
26.33,-10.77,-4.21
23.99,-15.81,-3.77
24.71,-14.62,-3.18
30.01,-16.39,-3.22
32.58,-11.29,-2.96
31.16,-13.18,-3.82
31.14,-12.63,-3.65
31.38,-11.37,-3.85
29.55,-10.48,-3.81
29.95,-11.38,-3.12
29.73,-9.3,-2.22
30.43,-12.13,-1.48
30.2,-13.11,-1.02
28.92,-13.22,-0.59
30.45,-12.23,-1.18
33.58,-11.29,-1.78
35.52,-7.03,-1.4
33.64,-8.88,-1.81
32.95,-11.19,-1.85
30.61,-9.72,-1.7
29.62,-12.09,-1.05
33.97,-13.98,-1.22
35.12,-9.31,-1.76
34.46,-5.96,-1.74
33.97,-9.47,-1.67
33.43,-9.08,-1.5
33.25,-8.07,-1.06
32.31,-8.33,-1.04
34.54,-9.8,-0.74
33.88,-7.3,-0.58
34.23,-9.28,-0.7
33.65,-8.26,-1.02
31.95,-10.08,-0.93
32.14,-12.93,-0.75
31.62,-11.53,-0.27
33.17,-12.79,-0.08
31.9,-13.08,-0.29
31.31,-12.63,-0.2
31.25,-12.56,-0.34
31.32,-13.16,0.2
32.14,-10.86,0.36
32.88,-11.36,0.16
33.66,-9.8,0.2
34.35,-7.88,0.36
32.05,-10.33,0
34.29,-8.87,0.41
33.15,-9.4,0.11
33.27,-7.66,0.07
34.05,-7,0.33
33.55,-6.23,0.53
34.01,-4.96,0.11
37.74,-5.58,-0.48
37.52,-0.89,-0.82
37.34,-2.83,-1.65
36.91,-2.74,-2.14
32.35,-6.03,-2.53
30.9,-6.47,-2.2
32.06,-8.41,-2.39
32.9,-7.48,-2.31
34.05,-6.83,-2.43
33.02,-6.06,-2.27
33.43,-7.19,-2.03
32.18,-7.35,-1.59
33.44,-9.64,-1.81
31.01,-9.45,-1.59
32.51,-10.12,-1.01
30.8,-9.67,-0.21
30.47,-12.4,-0.37
31.6,-9.1,0.34
34.9,-7.01,0.83
35.71,-6.4,0.88
38.92,-7.33,-0.25
41.31,-3.84,-1.79
42.25,2.32,-2.35
37.68,-3.85,-3.47
33.98,-5.5,-3.83
32.01,-8.45,-3.85
32.21,-9,-3.59
32.62,-7.93,-3.09
32.24,-9.86,-3.36
31.97,-9.35,-2.91
32.92,-7.69,-2.21
33.44,-11.8,-2.64
32.55,-9.86,-2.48
33.1,-7.56,-2.28
32.29,-6.3,-2.5
33.91,-7.95,-3.07
32.46,-6.93,-2.89
31.49,-8.26,-2.8
30.53,-8.79,-2.88
29.62,-10,-3.35
28.87,-10.94,-3.74
29.87,-11.63,-3.71
31.14,-9.74,-3.67
29.98,-11.75,-3.03
31.26,-8.93,-2.97
31.25,-7.26,-2.35
31.77,-7.33,-1.81
31.43,-7.61,-1.66
31.95,-6.69,-1.6
32.12,-6.24,-1.51
33.83,-5.88,-1.9
34.27,-5.84,-2.33
33.33,-5.72,-2.92
32.72,-6.23,-3.33
30.83,-6.86,-3.51
32.42,-4.27,-3.14
32.38,-5.95,-3.27
33.6,-8.15,-3.45
34.24,-6.35,-3.66
33.25,-4.4,-3.52
33.36,-5.99,-3.68
29.16,-10.39,-3.12
29.55,-12.69,-2.37
26.81,-13.81,-0.9
29.17,-13.75,0.05
28.21,-14.29,-0.02
28.89,-15,0.46
29.98,-13.81,0.77
30.86,-12.34,0.66
30.09,-12.65,0.28
30.13,-14.06,0.18
29.55,-13.3,0.32
28.1,-15.95,0.16
27.65,-15.68,0.05
28.13,-18.45,-0.29
31.17,-14.75,-0.37
27.19,-15.35,0.22
26.09,-17.41,0.32
26.63,-18.45,0.11
26.54,-18.87,0.04
27.63,-17.62,-0.04
28.55,-17.83,-0.71
28.66,-17.33,-0.88
25.94,-17.64,-1
24.32,-17.48,-0.74
22.73,-22.59,-1.1
23.28,-22.62,-0.65
23.72,-22.39,-0.58
24.9,-21.86,-0.91
26.44,-23.85,-1.29
23.98,-23.96,-2.18
23.45,-20.32,-1.62
23.26,-21.56,-1.68
23.54,-21.12,-1.12
23.05,-20.44,-0.37
24.07,-18.33,0.16
24.37,-23.83,-0.62
24.19,-23.69,-0.6
23.61,-23.52,-0.48
22.72,-23.94,0.02
22.59,-25.09,0.14
22.2,-24.15,0.38
22.23,-25.36,0.48
26.26,-22.49,1
28.73,-21.83,0.82
29.36,-19.65,0.52
30.48,-19.22,0.29
