ui,vi,wi
12.25,-24.68,-11.12
12.37,-23.15,-10.85
12.16,-23.46,-10.45
14.28,-22.79,-10.12
13.43,-19.24,-9.96
15.08,-21.2,-9.45
14.84,-22.55,-9.29
15,-21.46,-9.36
13.91,-20.1,-10.31
14.63,-16.94,-10.56
16.89,-17.6,-10.5
15.87,-18.64,-10.73
16.41,-21.11,-11.83
14.69,-20.47,-11.95
16.22,-18.48,-11.26
16.11,-21.32,-11.52
16.22,-24.31,-12.33
14.75,-22.97,-13.04
17.36,-21.97,-12.33
19.24,-22.13,-11.95
20.5,-21.52,-11.97
20.85,-20.15,-11.72
20.37,-19.16,-11.61
18.7,-19.01,-11.76
18.5,-18.94,-11.81
18.34,-23.24,-12.86
18.55,-21.5,-13.04
19.79,-22.14,-13.22
20.74,-17.76,-13.6
15.66,-15.38,-12.34
16.11,-16.89,-11.37
17.93,-17.69,-11.08
18.2,-18.91,-10.66
17.87,-21.11,-10.92
20.55,-21.12,-10.81
22.06,-17.8,-10.54
21.55,-19.13,-10.69
21.06,-20.59,-11.54
20.54,-22.05,-11.41
23.34,-18.48,-11.56
23.61,-19.01,-12.21
19.2,-18.54,-11.78
17.69,-20.87,-11.24
17.54,-22.01,-11.27
19.21,-24.46,-12.08
17.76,-22.85,-12.43
17.03,-22.57,-12.14
16.19,-24.18,-12.35
16.93,-24.2,-12.67
15.88,-22.24,-12.83
14.54,-22.47,-12.51
14.57,-26.19,-12.15
18.65,-28.48,-12.98
19.34,-21.87,-12.63
19.87,-23.52,-12.5
18.19,-22.46,-12.59
15.95,-20.17,-12.46
13.81,-22.54,-12.85
14.7,-22.11,-12.45
13.89,-23.66,-11.86
15.44,-30.07,-12.63
19.56,-34.04,-14.56
23.03,-29.71,-16.29
23.06,-20.65,-15.82
21.1,-21.33,-15.94
15.75,-20.23,-15.88
8.21,-14.68,-13.79
3.11,-22.32,-12.99
2.24,-34.5,-14.68
5.87,-23.67,-15.73
8.46,-23.87,-16.98
12.55,-21.59,-16.39
16.14,-25.52,-19.93
25.31,-16.91,-20.46
19.25,-13.97,-21.83
12.96,-14.03,-19.6
14.61,-15.75,-19.42
13.4,-19.49,-20.87
11.67,-18.04,-21.69
10.73,-22.8,-22.38
5.36,-11.86,-22.4
-2.13,-18.38,-21.51
-114.12,116.3,11.38
-69.75,133.94,4.59
26.56,2.78,-19.68
26.58,-8.62,-20.11
20.31,-8.66,-17.98
24.12,-7.68,-17.34
21.72,-2.71,-16.07
15.73,-4.32,-15.23
14.06,-18.51,-13.71
12.26,-29.44,-15.8
12.54,-24.28,-17.17
8.12,-20.09,-16.16
5.9,-31.6,-17.58
8.06,-31.78,-20.48
7.63,-26.49,-20.89
10.04,-12.54,-23.39
13.97,-6.8,-23.03
14.43,-11.07,-21.93
-79.46,114.06,4.26
13.46,-11.75,-22.66
10.45,-15.78,-20.71
18.61,-17.85,-21.4
19.35,-13.1,-21.41
13.79,-5.17,-18.73
15.55,-14.51,-18.06
20.6,-12.63,-18.69
24.3,-17.11,-19.1
23.93,-10.81,-18.87
20.17,-3.64,-17.84
17.16,-11.96,-16.11
15.69,-8.86,-15.95
15.9,-10.79,-16.06
16.85,-11.16,-15.45
14.62,-18.46,-14.79
14.21,-21.19,-15.05
16.24,-23.84,-15.94
16.73,-17.77,-16.36
19.28,-18.58,-16.69
17.57,-12.6,-15.81
15.52,-19.32,-15.69
14.9,-18.86,-16.62
15.61,-17.39,-17
13.61,-15.88,-16.58
12.34,-18.09,-16.59
11.85,-20.07,-17.26
10.6,-17.87,-16.8
8.32,-21.32,-16.87
9.12,-25.37,-17.34
5.34,-17.67,-16.49
2.24,-19.91,-15.79
7.11,-25.63,-16.56
10.34,-19.23,-17.43
7.29,-16.83,-17.32
9.04,-21.63,-17.76
10.68,-19.68,-16.62
9.16,-21.27,-16.47
13.06,-20.5,-16.05
9.66,-14.98,-14.42
9.3,-22.92,-13.85
11.44,-28.29,-15.79
13.49,-25.72,-17.58
17.59,-22.18,-18.37
21.77,-16.81,-18.42
21.01,-17.22,-18.92
23.38,-10.72,-18.3
28.31,-16.5,-17.89
24.62,-17.32,-16.82
24.58,-14.31,-16.03
25.26,-13.43,-15.06
25.76,-20.34,-15.71
26.96,-20.62,-16.43
25.07,-14.25,-15.49
27.62,-16.22,-15.68
25.68,-20.42,-15.89
26.95,-17.56,-16.56
25.37,-18.5,-17.59
25.06,-17.13,-18.25
24.87,-13.23,-18.3
24.38,-14.6,-18.24
23.62,-16.41,-18.04
22.83,-15.85,-17.52
22.23,-16.5,-17.71
19.57,-17.19,-16.97
21.07,-18.2,-16.42
25.55,-20.28,-17.43
24.27,-16.8,-17.78
27.44,-11.45,-17.17
25.06,-4.8,-15.63
22.17,-11.38,-14.71
19.65,-13.65,-14.31
18.33,-14.47,-13.82
16.2,-15.73,-13.9
17.9,-15.42,-13.62
17.86,-17.55,-13.84
18.84,-18.33,-13.67
18.74,-16.58,-13.48
19.82,-17.88,-13.69
21.23,-20.47,-14.55
21.6,-16.41,-14.52
22.17,-14.17,-14.3
23.5,-13.71,-14.22
21.82,-14.4,-14.15
21.05,-12.84,-13.62
19.81,-16.57,-14.06
17.29,-16.82,-14.48
17.25,-20.76,-15.54
19.25,-20.24,-15.79
19.19,-19.28,-15.63
21.95,-18.42,-16.41
19.19,-15.13,-15.75
19.36,-18.4,-15.51
15.56,-19.64,-14.74
17.34,-23.24,-14.79
18.04,-18.6,-14.91
17.26,-16.89,-15.12
18.67,-17.6,-15.7
18.6,-14.86,-15.19
17.45,-20.55,-16.27
17.92,-15.05,-16.83
16.02,-16.65,-16.57
11.15,-18.42,-16.74
9.5,-23.96,-17.9
12,-23.72,-19.02
5.74,-16.07,-17.09
7.94,-25.65,-17.33
11.59,-34.91,-18.73
13.8,-28.2,-18.82
15.8,-20.91,-20.06
19.43,-15.13,-19.3
11.23,-25.69,-17.91
6.08,-25.41,-16.6
11.08,-24.79,-18.31
10.36,-34.73,-18.18
11.56,-19.14,-18.24
12.21,-19.56,-17.45
14.32,-13.96,-16.25
13.61,-17.56,-16.68
13.07,-19.23,-17.42
9.48,-14.52,-16.22
8.39,-22.17,-17.16
7.35,-21.09,-16.4
12.35,-31.35,-17.03
8.66,-29.78,-17.2
11.2,-23.4,-17.22
14.62,-21.56,-14.25
11.22,-24.44,-13.53
12.05,-28.99,-13.51
4.7,-35.48,-13.79
10.08,-33.15,-13.9
10.41,-27.74,-12.14
5.87,-35.49,-13.19
5.15,-36.39,-11.9
8.68,-30.26,-11.79
8.07,-30.45,-11.34
12.1,-34.45,-8.91
16.02,-39.03,-8.39
12.69,-39.54,-8.14
11.17,-39.17,-9.8
2.74,-35.49,-9.44
14.73,-47.61,-8.66
10.96,-39.04,-8.71
14.54,-31.4,-7.37
7.74,-38.44,-8.54
4.25,-42.54,-7.72
0.1,-43.28,-7.48
-6.58,-48.66,-7.72
-3.87,-53.37,-8.83
0.29,-51.18,-10.2
-1.32,-43.29,-10.39
-6.41,-35.8,-9.5
-1.12,-37.42,-10.43
-4.66,-36.73,-10.78
-5.64,-40.17,-8.83
-2.68,-43.95,-8.36
5.43,-23.45,-8.01
13.2,-21.1,-7.9
12.5,-33.46,-10.42
8.21,-23.49,-11.8
8.42,-21.65,-11.44
6.56,-23.84,-11.13
24.96,-13.87,-7.52
22.46,-2.87,-7.09
17.64,-9.4,-8.07
20.21,-21.77,-10.58
20.52,0.22,-9.31
22.47,-6.25,-9.66
26.85,-7.83,-10.91
25.69,-0.83,-11.34
22.22,1.29,-11.48
25.35,-2.25,-12.37
23.5,4.29,-10.69
18.98,-0.05,-9.77
15.98,-6.64,-9.99
13.76,-9.32,-10.04
9.8,-15.96,-10.95
5.16,-23.64,-11.83
8.33,-21.74,-11.11
12.92,-14.62,-9.73
13.61,-16.27,-8.81
22.45,-15.15,-11.9
28.06,-7.77,-11.92
23.94,-1.14,-12.08
21.09,-5.29,-11.79
21.74,-6.64,-11.16
24.07,4.15,-8.92
26.47,1.52,-6.4
25.33,-7.58,-7.04
22.86,-15.47,-7.89
27.3,-9.88,-7.98
24.56,-6.16,-8.5
16.52,-11.75,-10.32
12.28,-12.73,-11.29
17.9,-16.04,-11.36
17.56,-15.95,-11.27
15.52,-16.99,-11.95
10.94,-17.1,-12.17
12.95,-17.22,-11.14
16.91,-13.53,-10.05
18.87,-10.04,-9.4
20.72,-8.27,-9.32
20.1,-5.65,-8.23
17.87,-10.13,-7.5
15.59,-12.28,-9.05
13.71,-12.34,-10.24
17.82,-9.99,-9.75
19.47,-10.94,-9.32
15.32,-16.35,-10.13
15.03,-20.39,-11.5
14.53,-20.13,-12.22
16.87,-16.25,-11.79
16.07,-18.29,-13.06
16.99,-16.83,-13.68
20.51,-11.39,-13.64
14.11,-12.8,-12.75
6.94,-22.7,-13.03
15.81,-21.65,-14.17
29.99,-17.26,-15.67
28.87,-17.38,-16.72
31.26,-14.05,-16.69
24.57,-7.72,-15.25
24.72,-10.53,-14.68
27.02,-9.03,-15.77
30.55,-8.22,-16.12
28.49,-2.74,-16.43
32.53,-6.13,-18.1
31.6,1.35,-16.97
24.43,-4.05,-15.74
21.87,-1.13,-14.81
24.5,-10.35,-15.08
25.94,-10.14,-16.75
24.47,-1.43,-16.47
16.58,-4.37,-13.76
22.81,-13.29,-14.78
20.96,-5.76,-15.61
20.28,-5.03,-16.21
21.26,-12.3,-18.56
24.26,-9.73,-19.65
31.78,-4.49,-19.55
27.04,0.5,-19.15
25.31,-4.75,-18.93
22.22,-7.35,-18.45
15.1,-7.01,-17.27
13.49,-15.15,-18.25
15.61,-13.17,-17.81
18.82,-16.05,-17.04
19.4,-13.87,-16.86
19.44,-14.48,-17.04
18.48,-15.01,-16.92
24.51,-15.58,-17.64
25.18,-15.93,-17.23
19.1,-5.6,-15.6
11.82,-17.56,-14.99
7.83,-26.58,-15.33
15.64,-26.15,-15.84
15.96,-19.95,-16.63
14.66,-10.91,-16.17
9.94,-10.89,-14.45
7.85,-25.05,-12.57
8.57,-38.75,-11.9
9.59,-36.78,-11.46
13.47,-33.62,-10.31
17.28,-30.72,-8.65
21.58,-31.05,-8.31
20.18,-28.83,-8.22
17.48,-31.91,-8.8
22.31,-23.14,-8.09
26.51,-15.54,-7.17
29.46,-13.86,-6.6
29.89,-16.05,-7.03
25.73,-16.26,-6.18
21.24,-18.99,-6.76
17.82,-18.01,-6.35
13.47,-24.84,-7.13
10.26,-25.13,-6.58
5.25,-25.01,-6.33
-7.8,-41.1,-7.92
16.97,-7.5,0
12.19,-19.31,-0.19
12.61,-25.68,-0.89
13.79,-30.96,-2.7
12.15,-44.14,-6.39
3.41,-39.66,-7.7
5.77,-67.71,-13.17
9.94,-41.37,-14.18
13.39,-22.94,-14.38
21.28,-20.54,-13.74
26.56,-12.58,-14.39
26.65,-9.02,-14.13
27.55,-10.26,-14.32
27.67,-8.15,-14.09
24.78,-3.71,-13.41
18.73,-6.45,-12.44
13.78,-10.74,-12.1
12.88,-17.99,-11.31
16.54,-23.19,-10.72
21.13,-20.25,-10.41
24.12,-21.11,-10.27
26.37,-19.66,-10.47
24.51,-20.22,-11.26
22.88,-18.49,-12.07
19.81,-19.73,-11.89
19.9,-20.76,-11.55
22.16,-18.39,-10.13
25.8,-16.89,-9.91
28.25,-13,-9.77
30.02,-12.02,-9.54
30.72,-10.18,-9.55
30.4,-11.37,-10.67
27.7,-9.04,-11.01
20.67,-11.8,-10.99
21.41,-15.37,-11.14
14.57,-13.63,-9.56
13.59,-21.59,-9.83
16.38,-24.26,-10.24
19.98,-24.77,-10.52
19.49,-17.24,-10.39
17.28,-13.54,-10.26
13.53,-23.69,-9.26
13.28,-25.41,-8.8
8.06,-23.07,-6.52
8.14,-32.11,-6.62
11.54,-33.08,-6.49
11.23,-26.84,-5.4
11.63,-28.6,-6.71
12.32,-23.54,-7.33
14.31,-21.04,-6.67
13.64,-27,-7.6
13.57,-22.02,-6.4
9.8,-27.15,-7.3
7.4,-23.34,-6.7
9.22,-30.06,-6.98
9.14,-29.51,-8.23
15.52,-25.93,-10.89
18.23,-24.81,-11.81
16.44,-19.65,-10.7
13.9,-23.88,-10.64
11.99,-21.29,-11.55
15.95,-25,-12.4
19.5,-28.75,-13.55
21.86,-18.69,-13.68
21.11,-10.08,-13.2
21.5,-12.95,-12.66
21.99,-14.34,-12.18
23.15,-15,-11.97
22.58,-13.51,-11.06
19.11,-17.44,-10.3
17.52,-19.68,-11.16
17.54,-17.44,-12.38
19.49,-17.73,-13.29
20.11,-14.04,-13.52
19.58,-14.2,-13.32
19.92,-15.08,-13.35
18.69,-16.86,-13.37
17.7,-16.08,-12.84
16.57,-17.61,-12.39
15.52,-19.18,-11.72
14.05,-20.15,-11.14
14.69,-22.57,-11.16
15.23,-22.75,-10.99
13.77,-20.7,-10.69
11.76,-24.46,-11.08
10.59,-29.67,-11.48
10.79,-29.08,-11.26
11.77,-22.93,-10.89
13.62,-24.34,-11.17
12.5,-26.61,-11.48
12.19,-22.88,-9.73
12.65,-21.26,-8.09
19.2,-24.12,-8.78
26.57,-18.49,-7.84
27.98,-15.79,-9.05
27.78,-13.58,-9.42
26.57,-14.14,-9.9
24.46,-13.23,-9.77
23.73,-10.28,-8.07
24.08,-11.15,-7.45
21.9,-15.64,-7.83
23.99,-18.02,-8.84
24.55,-16.95,-9.16
22.74,-16.07,-8.94
21.54,-20.35,-9.3
23.34,-19.28,-9.24
25.28,-17.48,-9.32
25.18,-18.97,-9.87
24.27,-17.3,-9.69
25.38,-15.2,-9.32
25.8,-17.37,-9.22
24.32,-18.61,-9.76
25.87,-16.72,-9.82
25.69,-13.85,-8.83
24.39,-15.06,-8.53
23.9,-15.26,-8.39
22.08,-18.73,-8.69
21.21,-18.8,-9.34
24.04,-15.64,-8.15
25.17,-14.47,-6.98
24.44,-22.97,-8.12
25.37,-19.09,-8.21
21.73,-20.39,-8.09
17.85,-23.36,-8.44
9.85,-24.01,-8.8
-0.06,-29.51,-10.2
-4.12,-48.56,-11.91
-6.53,-42.2,-12.01
-12.85,-38.14,-12.39
5.41,-36.3,-9.87
17.31,-31.47,-8.94
24.3,-22.24,-7.4
19.94,-18.88,-7.72
16.52,-39.15,-9.42
11.68,-29.15,-9.55
12.75,-29.96,-10.83
16.85,-22.4,-10.64
16.63,-15.31,-10.12
16.6,-18.69,-8.74
19.37,-23.19,-9.5
22.31,-17.28,-9.3
21.38,-19.79,-10.33
20.92,-18.43,-11.01
18.85,-17.44,-11.32
18.07,-19.68,-11.22
19.69,-21.29,-11.57
19.87,-20.56,-11.54
19.16,-22.55,-11.18
17.67,-24.53,-11.22
16.2,-24.27,-11.17
15.93,-26.14,-10.77
15.24,-24.5,-10.08
15.47,-26.44,-9.62
15.87,-29.73,-10.01
17.3,-27.82,-9.62
19.16,-26.36,-10.01
12.88,-21.33,-9.98
9.8,-24.5,-9.92
10.26,-27.36,-9.26
12.1,-29.05,-9.64
12.77,-28.14,-8.96
13.45,-30.68,-9.01
19.58,-24.51,-9.1
22.75,-21.26,-9.24
21.49,-18.11,-9.12
23.63,-20.4,-9.19
23.38,-18.26,-9.21
24.5,-17.57,-9.37
21.57,-16.91,-9.74
16.29,-23.9,-9.03
14.93,-28.56,-8.96
16.63,-27.5,-8.25
14.41,-26.94,-7.73
16.77,-28.33,-8.05
16.85,-24.89,-7.9
19.28,-22.27,-7.44
21.27,-17.87,-7.14
23.89,-19.33,-7.76
23.94,-21.01,-9.02
26.16,-18.28,-9.62
22.11,-16.07,-9.91
21.7,-16.83,-10.4
19.84,-19.67,-11.1
20.12,-19.86,-11.02
17.97,-22.18,-11.13
17.3,-22,-11.31
17.2,-21.69,-11.64
19.42,-22.44,-11.88
20.45,-19.39,-11.62
20.29,-18.55,-11.47
20.58,-19.93,-11.38
20.66,-21.06,-11.36
19.89,-19.96,-11.54
13.96,-19.7,-10.66
12.84,-24.61,-10.74
8.46,-25.13,-9.72
10.54,-32.37,-9.07
9.49,-32.77,-8.89
16.04,-29.03,-7.73
21.87,-31.76,-8.94
24.49,-28.73,-9.98
20.21,-22.93,-9.21
24.71,-28.09,-10.26
26.02,-20.05,-9.95
20.88,-13.9,-9.82
15.75,-18.52,-9.84
16.53,-15.94,-9.36
14.17,-20.41,-9.51
18.68,-20.14,-10.44
20.56,-19.67,-11.44
22.35,-20.21,-12.83
15.11,-9.54,-11.42
12.6,-15.69,-9.75
15.72,-22.64,-8.66
20.34,-19.76,-8.84
21.19,-14.83,-8.32
19.99,-7.94,-5.69
19.45,-12.64,-4.76
20.37,-20.19,-4.63
20.77,-21.1,-4.71
13.73,-29.57,-6.76
11.58,-25.99,-7.86
13.47,-26.56,-7.06
17.31,-30.74,-7.07
12.54,-34.58,-8.03
4.36,-45.19,-11.39
8.6,-35.26,-10.94
12.51,-22.92,-8.83
10.36,-24.86,-9.25
14.62,-25.73,-10.18
13.22,-22.74,-10.32
14.19,-24.09,-10.6
17.28,-25.5,-11.11
17.68,-21.42,-11.56
16.25,-19.14,-11.7
15.29,-19.53,-11.03
16.98,-21.35,-11.37
15.77,-19.68,-10.92
15.48,-20.78,-11.45
13.21,-19.41,-11.59
13.22,-19.11,-10.92
11.77,-21.59,-10.99
11.45,-24.16,-12.01
11.88,-19.3,-11.8
9.63,-22.26,-11.28
6.1,-25.21,-11.37
2.56,-31.03,-11.49
-3.3,-34.52,-11.85
-5.49,-42.77,-11.31
-2.54,-40.12,-11.32
3.37,-39.44,-10.34
8.83,-30.21,-10.36
12.94,-25.06,-11.43
13.97,-23.16,-13.19
9.58,-24.12,-13.45
7.3,-26.48,-13.38
5.42,-29.09,-12.94
10.78,-28.46,-13.71
6.68,-30.68,-13.35
-0.68,-28.17,-13.56
-1.36,-30.91,-14.34
5.46,-34.38,-15.32
1.34,-18.94,-13.71
2.26,-19.76,-13.86
12.41,-17.58,-11.68
15.51,-16.6,-11.77
16.88,-17.18,-12.53
16.1,-14.33,-12.46
16.48,-19.03,-13.31
23.46,-16,-13.66
26.44,-9.56,-14.13
29.68,-11,-15.2
30.92,-6.85,-16
25.09,-3.6,-16.11
14.92,-5.49,-14.86
0.8,-6.85,-9.88
5.41,-19.3,-9.53
8.29,-20.26,-10.05
13.43,-21.87,-10.41
13.83,-25.43,-11.62
11.23,-23.68,-13.61
9.6,-17.35,-11.93
15.63,-24.69,-12.64
23.02,-17.67,-13.68
26.79,-11.84,-13.96
30.31,-10.31,-13.83
29.07,-5.91,-13.54
26.59,-13.96,-14.35
27.24,-12.11,-14.85
29.93,-3.71,-13.7
29.62,-5.64,-13.2
27.38,-7.35,-12.28
26.59,-13.77,-12.24
26.16,-10.09,-11.83
23.09,-10.58,-11.36
21.43,-15.45,-11.39
22.8,-15.44,-12.13
22.05,-11.47,-11.47
20.97,-14.89,-10.99
20.18,-17.76,-11.24
20.64,-14.37,-10.81
22.9,-16.87,-10.3
22.88,-14.39,-9.29
24.08,-12.51,-8.76
21.5,-14.97,-7.23
25.92,-12.48,-4.61
27.74,-16.6,-4.07
24.41,-17.57,-3.65
23.36,-19.22,-3.93
22.75,-14.18,-3.66
21.27,-21.46,-4.92
18.5,-19.51,-5.47
7.79,-24.51,-6.66
-3.52,-25.15,-5.88
0.52,-25.52,-9.25
8.45,-30.61,-12.39
14.52,-18.61,-11.34
16.93,-17.7,-11.08
17.18,-18.84,-10.91
16.77,-21.12,-11.22
17.11,-19.86,-10.95
16.88,-20.88,-10.56
14.32,-20.95,-10.28
15.12,-22.88,-10.16
15.91,-20.24,-9.5
18.38,-19.71,-8.99
17.83,-20.95,-8.99
16.81,-20.48,-8.65
15.67,-21.33,-8.05
17.72,-22.54,-7.33
23.21,-24.85,-8.25
27.4,-17.77,-9.52
22.72,-14.03,-10.15
21.67,-13.87,-10.23
21.78,-14.34,-9.98
23.01,-13.79,-9.56
21.3,-16.11,-9.96
21.08,-15.14,-9.57
19.55,-17.13,-9.8
20.38,-17.52,-9.47
19.59,-18.37,-9.03
19.27,-18.41,-8.45
18.92,-21.87,-8.28
18.87,-20.27,-7.99
20.68,-19.2,-8.01
20.61,-17.6,-7.46
21.24,-16.76,-6.59
19.63,-17.46,-5.65
17.16,-20.44,-5.62
17.7,-21.37,-6.14
18.48,-20.23,-6.54
18.74,-19.63,-6.84
17.38,-21.4,-7.54
17.38,-21.19,-7.26
18.84,-21.67,-7.36
18.42,-20.99,-7.33
17.66,-21.66,-7.34
17.55,-21.12,-7.53
18.06,-21.75,-7.28
17.9,-23.21,-7.66
18.16,-25.35,-8.27
20.61,-22.68,-7.59
21.52,-21.44,-7.3
22.78,-20.39,-7.45
24.15,-19.81,-8.16
23.4,-20.5,-8.75
23.73,-19.65,-8.86
23.05,-18.9,-8.89
22.05,-19.27,-8.81
19.99,-18.13,-8.41
21,-18.79,-8.07
21.1,-20.71,-8.65
21.73,-18.03,-9.15
20.69,-16.98,-9.33
21.78,-15.47,-8.82
21.72,-15.6,-8.22
19.72,-15.98,-8.46
20.6,-18.57,-8.25
21.17,-21.02,-8.26
25.04,-21.09,-8.55
27.98,-18.35,-9.44
27.92,-11.89,-9.83
26.77,-8.91,-9.67
20.98,-11.9,-10.74
18.28,-16.91,-10.82
19.83,-17.91,-10.67
22.45,-19.66,-11.13
22.43,-16.76,-11.29
20.98,-17.13,-11.61
23.03,-18.94,-11.59
22.86,-19.89,-11.82
24.55,-17.46,-11.74
24.44,-17.43,-11.89
23.26,-17.42,-12.03
23.18,-16.3,-11.63
22.3,-16.22,-11.59
18.76,-15.95,-11.26
17.38,-19.28,-11.1
12.82,-20.9,-10.01
11.62,-24.16,-10.08
8.84,-27.62,-10.68
9.99,-25.93,-10.87
14.48,-17.25,-10.36
16.66,-19.56,-9.97
17.47,-18.01,-9.73
18.7,-17.65,-9.14
19.06,-18.43,-8.65
18.69,-15.94,-7.91
17.7,-18.77,-7.74
17.98,-22.69,-7.54
18.46,-22.15,-6.86
18.75,-21.6,-6.55
17.36,-22.91,-6.6
17.98,-23.17,-6.79
18.78,-22.29,-6.29
19.26,-23.66,-5.92
19.01,-21.7,-5.59
19.52,-21.02,-5.58
22.94,-21.15,-5.41
24.85,-18.14,-5.4
25.97,-17.5,-5.53
25.73,-15.33,-6.2
29.32,-13.99,-6.93
32.42,-16.46,-8.2
28.69,-13.91,-8.7
26.96,-13.4,-8.89
24.42,-16.93,-7.95
24.1,-20.01,-8.13
17.9,-20.86,-7.67
13.86,-23.98,-7.54
13.06,-22,-7.42
12.99,-23.44,-7.95
14.55,-21.82,-8.24
15.04,-20.55,-8.82
17.62,-17.77,-8.61
18.17,-17.95,-8.33
19.17,-17.19,-8.41
17.55,-20.67,-9.2
17.45,-20.01,-9.3
15.01,-20.81,-9.43
15.24,-19.57,-9.81
16.34,-20.28,-10.92
19.64,-17.64,-11.56
20.46,-12.97,-11.72
19.72,-10.14,-11.76
18.58,-13.17,-12.1
19.42,-13.89,-11.79
19.92,-10.99,-11.55
20.9,-9.39,-11.12
19.47,-11.81,-11.06
18.07,-14.33,-10.82
15.82,-15.64,-10.79
13.7,-16.93,-11.28
12.75,-17.9,-12.18
11.8,-16.73,-12.64
15.74,-15.57,-12.65
17.19,-14.27,-13.41
17.07,-13.64,-13.28
14.75,-16.37,-13.32
14.15,-21.68,-13.77
13.28,-19.43,-14.72
11.6,-15.77,-14.45
9.36,-17.49,-13.67
9.36,-19,-12.03
9.7,-25.33,-12.15
7.79,-28.99,-12.39
9.06,-30,-12.9
9.91,-26.32,-12.69
9.11,-25.71,-12.48
9.44,-20.24,-12.02
11.44,-18.6,-10.67
15.73,-18.62,-9.51
14.83,-21.85,-9.23
13.88,-19.94,-8.56
12.8,-21.84,-7.48
10.64,-28.21,-7.86
5.79,-38.41,-9.88
8.63,-42.14,-13.24
14.24,-15.43,-12.52
16.06,-12.17,-10.64
17.12,-20.97,-11.1
15.66,-15.96,-10.93
14.63,-23.5,-11.49
15.19,-20.08,-11.91
16.31,-22.34,-12.39
11.7,-18.1,-11.89
14.08,-16.13,-11.19
12.27,-21.59,-11.6
12.51,-20.95,-12.34
12.56,-18.03,-12.45
12.77,-19.75,-12.97
12.21,-23.92,-13.06
13.2,-24.16,-12.77
12.65,-33.93,-15.77
17.79,-31.39,-17.79
23.23,-14.17,-17.98
21.1,-6.18,-14.65
19.83,-16.87,-14.42
14.88,-14.45,-12.57
14.51,-19.42,-12.79
16.19,-23.08,-13.59
15.07,-23.28,-14.4
10.66,-33.05,-15.81
7.39,-30.67,-17.27
8.07,-21.11,-17.21
8.44,-13.78,-16.35
13.2,-8.39,-19.86
9.91,-1.03,-18.56
13.01,-22.09,-18.91
24.34,-15.34,-21.8
18.96,-1.25,-17.99
10.99,-29.49,-16.03
8.02,-25.48,-17.62
9.52,-25.7,-19.7
12.24,-28.12,-21.97
9.22,-15.92,-21.71
12.87,-22,-21.06
4.83,-15.85,-20.91
2.71,-24.54,-21.53
4.33,-17.7,-20.9
5.25,-17.33,-19.63
6.89,-18.69,-19.71
8.16,-18.64,-19.61
7.29,-23.16,-20.14
10.79,-20.86,-18.04
9.89,-24.89,-19.5
12.54,-25.17,-20.66
11.03,-18.29,-20.32
6.22,-24.06,-20.14
1.44,-24.94,-19.87
13.43,-14.15,-23.88
-82.07,120.1,1.45
-80.15,128.07,2.3
27.65,-6.69,-25.89
10.84,1.29,-21.06
11.71,-23.23,-21.32
-67.83,143.37,3.97
-76.12,142.08,4.19
14.34,12.91,-22.57
15.56,14.9,-19.49
12.21,-9.83,-20.59
6.13,-0.86,-17.96
3.16,-11.96,-17.1
5.21,6.91,-15.97
11.4,-17.17,-15.09
13.76,-16.19,-16.18
11.21,-31.13,-15.46
17.78,-31.08,-17.11
18.05,-28.92,-17.66
18.21,-36.53,-18.52
15.03,-13.08,-18.82
5.9,6.29,-16.65
-2.21,-7.06,-14.53
14.34,-68.71,-26.07
-87.82,120.09,2.47
5.27,-14.33,-23.94
8.69,-19.52,-22.85
6.62,-7.51,-20.28
-1.05,-3.7,-19.59
-17.87,0.16,-18.06
-16.86,-21.54,-15.63
-9.46,-25.29,-13.38
-6.68,-25.11,-11.27
6.15,-30.33,-16.24
1.2,-26.8,-16.63
18.65,-22.19,-22.37
-19.36,-7.24,-13.76
-11.47,-31.08,-18.88
-19.22,-35.43,-17.42
-12.81,-14.46,-20.28
-33.03,-11.29,-15.2
2.06,-71.2,-27.29
-12.1,-22.13,-21.61
-106.45,73.16,2.88
-122.62,142.02,7.38
79.13,75.34,0.28
-5.94,-102.59,-23.73
-14.69,-25.48,-19.96
-21.22,-70.64,-18.01
-12.43,-45.29,-19.6
-11.76,-49.42,-16.87
-8.03,-76.35,-16.1
-15.98,-83.14,-16.39
-16.23,-39.35,-17.81
-21.56,-54.97,-12.93
-39.68,4.22,-8.25
-23.6,-53.95,-10.74
-30.43,-29.47,-9.8
-45.39,-78.74,-12.08
-40.09,-44.89,-11.86
-46.08,-111.79,-11.9
6.01,-55.53,0.64
0.28,-73.93,-0.82
30.57,-15.8,-3.95
24.67,-36.97,-9.35
30.08,-39.23,-9.78
21.19,-45.49,-11.79
15.02,-39.64,-9.52
-12.85,-53.62,-8.98
-14.27,-53.15,-8.74
-0.04,-45.82,-12.52
10.86,-38.65,-16.58
31.09,-85.28,-25.25
22.94,-48.38,-25.22
-18,-26.58,-14.92
-19.38,-41.92,-13.08
-10.27,43.7,-14.54
18.25,-11.57,-22.73
13.26,-9.67,-18.25
12.3,-20.97,-17.85
6.6,-27.56,-16.89
2.35,-28.56,-17.82
5.94,-29.96,-19.34
9.3,-13.74,-19.17
4.99,-17.74,-18.5
9.82,-20.09,-19.09
4.85,-8.83,-19.17
9.7,-17.1,-19.52
18.96,-20.38,-19.23
16.25,-22.02,-19.97
4.37,-21.46,-20.27
8.82,-17.05,-22.33
